Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2010-Q1,FJUQ,NSA,Current Account,"Secondary income,General government",-5391,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,FJUR,NSA,Current Account,"Secondary income,Other sectors",-678,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,KTNF,NSA,Current Account,"Secondary income,Total",-6069,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,HBOG,NSA,Current Account,Current balance,-11712,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,FKMJ,NSA,Current Account,Capital balance,289,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,LQCT,NSA,Current Account,Trade in goods,-22060,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,KTMS,NSA,Current Account,Trade in services,17716,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,KTMY,NSA,Current Account,Total trade,-4344,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-87,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HMBM,NSA,Current Account,"Primary income,Investment income",-245,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,MT5W,NSA,Current Account,"Primary income,Other primary income",34,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HMBP,NSA,Current Account,"Primary income,Total",-298,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,FJUQ,NSA,Current Account,"Secondary income,General government",-2863,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,FJUR,NSA,Current Account,"Secondary income,Other sectors",-761,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,KTNF,NSA,Current Account,"Secondary income,Total",-3624,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HBOG,NSA,Current Account,Current balance,-8266,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,FKMJ,NSA,Current Account,Capital balance,-141,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,LQCT,NSA,Current Account,Trade in goods,-26395,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,KTMS,NSA,Current Account,Trade in services,14192,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,KTMY,NSA,Current Account,Total trade,-12203,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-100,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HMBM,NSA,Current Account,"Primary income,Investment income",655,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,MT5W,NSA,Current Account,"Primary income,Other primary income",-69,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HMBP,NSA,Current Account,"Primary income,Total",486,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,FJUQ,NSA,Current Account,"Secondary income,General government",-3487,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,FJUR,NSA,Current Account,"Secondary income,Other sectors",-803,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,KTNF,NSA,Current Account,"Secondary income,Total",-4290,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HBOG,NSA,Current Account,Current balance,-16007,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,FKMJ,NSA,Current Account,Capital balance,-650,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,LQCT,NSA,Current Account,Trade in goods,-26981,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,KTMS,NSA,Current Account,Trade in services,20152,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,KTMY,NSA,Current Account,Total trade,-6829,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-157,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HMBM,NSA,Current Account,"Primary income,Investment income",-515,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,MT5W,NSA,Current Account,"Primary income,Other primary income",-49,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HMBP,NSA,Current Account,"Primary income,Total",-721,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,FJUQ,NSA,Current Account,"Secondary income,General government",-5304,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,FJUR,NSA,Current Account,"Secondary income,Other sectors",-660,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,KTNF,NSA,Current Account,"Secondary income,Total",-5964,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HBOG,NSA,Current Account,Current balance,-13514,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,FKMJ,NSA,Current Account,Capital balance,-407,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,LQCT,NSA,Current Account,Trade in goods,-21366,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,KTMS,NSA,Current Account,Trade in services,19103,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,KTMY,NSA,Current Account,Total trade,-2263,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-59,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HMBM,NSA,Current Account,"Primary income,Investment income",2290,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,MT5W,NSA,Current Account,"Primary income,Other primary income",-19,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HMBP,NSA,Current Account,"Primary income,Total",2212,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,FJUQ,NSA,Current Account,"Secondary income,General government",-6411,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,FJUR,NSA,Current Account,"Secondary income,Other sectors",-507,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,KTNF,NSA,Current Account,"Secondary income,Total",-6918,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HBOG,NSA,Current Account,Current balance,-6969,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,FKMJ,NSA,Current Account,Capital balance,-313,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,LQCT,NSA,Current Account,Trade in goods,-26811,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,KTMS,NSA,Current Account,Trade in services,22738,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,KTMY,NSA,Current Account,Total trade,-4073,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-55,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HMBM,NSA,Current Account,"Primary income,Investment income",3091,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,MT5W,NSA,Current Account,"Primary income,Other primary income",127,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HMBP,NSA,Current Account,"Primary income,Total",3163,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,FJUQ,NSA,Current Account,"Secondary income,General government",-2662,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,FJUR,NSA,Current Account,"Secondary income,Other sectors",-820,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,KTNF,NSA,Current Account,"Secondary income,Total",-3482,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HBOG,NSA,Current Account,Current balance,-4392,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,FKMJ,NSA,Current Account,Capital balance,26,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,LQCT,NSA,Current Account,Trade in goods,-29448,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,KTMS,NSA,Current Account,Trade in services,21076,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,KTMY,NSA,Current Account,Total trade,-8372,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-16,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,HMBM,NSA,Current Account,"Primary income,Investment income",-160,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,MT5W,NSA,Current Account,"Primary income,Other primary income",57,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,HMBP,NSA,Current Account,"Primary income,Total",-119,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,FJUQ,NSA,Current Account,"Secondary income,General government",-4238,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,FJUR,NSA,Current Account,"Secondary income,Other sectors",-537,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,KTNF,NSA,Current Account,"Secondary income,Total",-4775,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,HBOG,NSA,Current Account,Current balance,-13266,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,FKMJ,NSA,Current Account,Capital balance,54,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,LQCT,NSA,Current Account,Trade in goods,-25375,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,KTMS,NSA,Current Account,Trade in services,23315,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,KTMY,NSA,Current Account,Total trade,-2060,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-43,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,HMBM,NSA,Current Account,"Primary income,Investment income",514,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,MT5W,NSA,Current Account,"Primary income,Other primary income",62,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,HMBP,NSA,Current Account,"Primary income,Total",533,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,FJUQ,NSA,Current Account,"Secondary income,General government",-4838,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,FJUR,NSA,Current Account,"Secondary income,Other sectors",-809,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,KTNF,NSA,Current Account,"Secondary income,Total",-5647,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,HBOG,NSA,Current Account,Current balance,-7174,gbp-million,summary-of-balance-of-payments
quarter/2011-Q4,FKMJ,NSA,Current Account,Capital balance,-758,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,LQCT,NSA,Current Account,Trade in goods,-25873,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,KTMS,NSA,Current Account,Trade in services,22193,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,KTMY,NSA,Current Account,Total trade,-3680,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-31,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,HMBM,NSA,Current Account,"Primary income,Investment income",-3111,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,MT5W,NSA,Current Account,"Primary income,Other primary income",97,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,HMBP,NSA,Current Account,"Primary income,Total",-3045,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,FJUQ,NSA,Current Account,"Secondary income,General government",-6026,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,FJUR,NSA,Current Account,"Secondary income,Other sectors",-581,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,KTNF,NSA,Current Account,"Secondary income,Total",-6607,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,HBOG,NSA,Current Account,Current balance,-13332,gbp-million,summary-of-balance-of-payments
quarter/2012-Q1,FKMJ,NSA,Current Account,Capital balance,-1,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,LQCT,NSA,Current Account,Trade in goods,-28762,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,KTMS,NSA,Current Account,Trade in services,21960,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,KTMY,NSA,Current Account,Total trade,-6802,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-10,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,HMBM,NSA,Current Account,"Primary income,Investment income",-5552,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,MT5W,NSA,Current Account,"Primary income,Other primary income",-75,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,HMBP,NSA,Current Account,"Primary income,Total",-5637,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,FJUQ,NSA,Current Account,"Secondary income,General government",-3254,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,FJUR,NSA,Current Account,"Secondary income,Other sectors",-596,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,KTNF,NSA,Current Account,"Secondary income,Total",-3850,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,HBOG,NSA,Current Account,Current balance,-16289,gbp-million,summary-of-balance-of-payments
quarter/2012-Q2,FKMJ,NSA,Current Account,Capital balance,-212,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,LQCT,NSA,Current Account,Trade in goods,-28174,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,KTMS,NSA,Current Account,Trade in services,20087,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,KTMY,NSA,Current Account,Total trade,-8087,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-50,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,HMBM,NSA,Current Account,"Primary income,Investment income",-3593,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,MT5W,NSA,Current Account,"Primary income,Other primary income",-176,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,HMBP,NSA,Current Account,"Primary income,Total",-3819,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,FJUQ,NSA,Current Account,"Secondary income,General government",-3809,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,FJUR,NSA,Current Account,"Secondary income,Other sectors",-696,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,KTNF,NSA,Current Account,"Secondary income,Total",-4505,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,HBOG,NSA,Current Account,Current balance,-16411,gbp-million,summary-of-balance-of-payments
quarter/2012-Q3,FKMJ,NSA,Current Account,Capital balance,116,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,LQCT,NSA,Current Account,Trade in goods,-28213,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,KTMS,NSA,Current Account,Trade in services,25578,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,KTMY,NSA,Current Account,Total trade,-2635,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-57,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,HMBM,NSA,Current Account,"Primary income,Investment income",-5078,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,MT5W,NSA,Current Account,"Primary income,Other primary income",-117,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,HMBP,NSA,Current Account,"Primary income,Total",-5252,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,FJUQ,NSA,Current Account,"Secondary income,General government",-5160,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,FJUR,NSA,Current Account,"Secondary income,Other sectors",-775,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,KTNF,NSA,Current Account,"Secondary income,Total",-5935,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,HBOG,NSA,Current Account,Current balance,-13822,gbp-million,summary-of-balance-of-payments
quarter/2012-Q4,FKMJ,NSA,Current Account,Capital balance,-746,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,LQCT,NSA,Current Account,Trade in goods,-28523,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,KTMS,NSA,Current Account,Trade in services,25570,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,KTMY,NSA,Current Account,Total trade,-2953,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,KTMP,NSA,Current Account,"Primary income,Compensation of employees",-117,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,HMBM,NSA,Current Account,"Primary income,Investment income",-12942,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,MT5W,NSA,Current Account,"Primary income,Other primary income",-83,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,HMBP,NSA,Current Account,"Primary income,Total",-13142,gbp-million,summary-of-balance-of-payments
