Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2019-Q1,FLUZ,SA,Debits,Secondary income Other sectors,5270,gbp-million,current-account
quarter/2019-Q1,IKBO,SA,Debits,Secondary income Total,11614,gbp-million,current-account
quarter/2019-Q1,HBOO,SA,Debits,Total debits,262140,gbp-million,current-account
quarter/2019-Q2,BOKH,SA,Debits,Imports of goods,123822,gbp-million,current-account
quarter/2019-Q2,IKBC,SA,Debits,Imports of services,51915,gbp-million,current-account
quarter/2019-Q2,IKBI,SA,Debits,Total imports,175737,gbp-million,current-account
quarter/2019-Q2,IJAI,SA,Debits,Primary income Compensation of employees,466,gbp-million,current-account
quarter/2019-Q2,HBOL,SA,Debits,Primary income Investment income,58707,gbp-million,current-account
quarter/2019-Q2,MT5V,SA,Debits,Primary income Other primary income,871,gbp-million,current-account
quarter/2019-Q2,HBOI,SA,Debits,Primary income Total,60044,gbp-million,current-account
quarter/2019-Q2,FLUD,SA,Debits,Secondary income Central government,5727,gbp-million,current-account
quarter/2019-Q2,FLUZ,SA,Debits,Secondary income Other sectors,5432,gbp-million,current-account
quarter/2019-Q2,IKBO,SA,Debits,Secondary income Total,11159,gbp-million,current-account
quarter/2019-Q2,HBOO,SA,Debits,Total debits,246940,gbp-million,current-account
quarter/2019-Q3,BOKH,SA,Debits,Imports of goods,125206,gbp-million,current-account
quarter/2019-Q3,IKBC,SA,Debits,Imports of services,53575,gbp-million,current-account
quarter/2019-Q3,IKBI,SA,Debits,Total imports,178781,gbp-million,current-account
quarter/2019-Q3,IJAI,SA,Debits,Primary income Compensation of employees,445,gbp-million,current-account
quarter/2019-Q3,HBOL,SA,Debits,Primary income Investment income,57758,gbp-million,current-account
quarter/2019-Q3,MT5V,SA,Debits,Primary income Other primary income,839,gbp-million,current-account
quarter/2019-Q3,HBOI,SA,Debits,Primary income Total,59042,gbp-million,current-account
quarter/2019-Q3,FLUD,SA,Debits,Secondary income Central government,6434,gbp-million,current-account
quarter/2019-Q3,FLUZ,SA,Debits,Secondary income Other sectors,5474,gbp-million,current-account
quarter/2019-Q3,IKBO,SA,Debits,Secondary income Total,11908,gbp-million,current-account
quarter/2019-Q3,HBOO,SA,Debits,Total debits,249731,gbp-million,current-account
quarter/2019-Q4,BOKH,SA,Debits,Imports of goods,119039,gbp-million,current-account
quarter/2019-Q4,IKBC,SA,Debits,Imports of services,54677,gbp-million,current-account
quarter/2019-Q4,IKBI,SA,Debits,Total imports,173716,gbp-million,current-account
quarter/2019-Q4,IJAI,SA,Debits,Primary income Compensation of employees,485,gbp-million,current-account
quarter/2019-Q4,HBOL,SA,Debits,Primary income Investment income,51550,gbp-million,current-account
quarter/2019-Q4,MT5V,SA,Debits,Primary income Other primary income,779,gbp-million,current-account
quarter/2019-Q4,HBOI,SA,Debits,Primary income Total,52814,gbp-million,current-account
quarter/2019-Q4,FLUD,SA,Debits,Secondary income Central government,5634,gbp-million,current-account
quarter/2019-Q4,FLUZ,SA,Debits,Secondary income Other sectors,5269,gbp-million,current-account
quarter/2019-Q4,IKBO,SA,Debits,Secondary income Total,10903,gbp-million,current-account
quarter/2019-Q4,HBOO,SA,Debits,Total debits,237433,gbp-million,current-account
quarter/2020-Q1,BOKH,SA,Debits,Imports of goods,112443,gbp-million,current-account
quarter/2020-Q1,IKBC,SA,Debits,Imports of services,48528,gbp-million,current-account
quarter/2020-Q1,IKBI,SA,Debits,Total imports,160971,gbp-million,current-account
quarter/2020-Q1,IJAI,SA,Debits,Primary income Compensation of employees,333,gbp-million,current-account
quarter/2020-Q1,HBOL,SA,Debits,Primary income Investment income,51533,gbp-million,current-account
quarter/2020-Q1,MT5V,SA,Debits,Primary income Other primary income,723,gbp-million,current-account
quarter/2020-Q1,HBOI,SA,Debits,Primary income Total,52589,gbp-million,current-account
quarter/2020-Q1,FLUD,SA,Debits,Secondary income Central government,5207,gbp-million,current-account
quarter/2020-Q1,FLUZ,SA,Debits,Secondary income Other sectors,6370,gbp-million,current-account
quarter/2020-Q1,IKBO,SA,Debits,Secondary income Total,11577,gbp-million,current-account
quarter/2020-Q1,HBOO,SA,Debits,Total debits,225137,gbp-million,current-account
quarter/2020-Q2,BOKH,SA,Debits,Imports of goods,87262,gbp-million,current-account
quarter/2020-Q2,IKBC,SA,Debits,Imports of services,38240,gbp-million,current-account
quarter/2020-Q2,IKBI,SA,Debits,Total imports,125502,gbp-million,current-account
quarter/2020-Q2,IJAI,SA,Debits,Primary income Compensation of employees,122,gbp-million,current-account
quarter/2020-Q2,HBOL,SA,Debits,Primary income Investment income,36678,gbp-million,current-account
quarter/2020-Q2,MT5V,SA,Debits,Primary income Other primary income,596,gbp-million,current-account
quarter/2020-Q2,HBOI,SA,Debits,Primary income Total,37396,gbp-million,current-account
quarter/2020-Q2,FLUD,SA,Debits,Secondary income Central government,8045,gbp-million,current-account
quarter/2020-Q2,FLUZ,SA,Debits,Secondary income Other sectors,5856,gbp-million,current-account
quarter/2020-Q2,IKBO,SA,Debits,Secondary income Total,13901,gbp-million,current-account
quarter/2020-Q2,HBOO,SA,Debits,Total debits,176799,gbp-million,current-account
quarter/2020-Q3,BOKH,SA,Debits,Imports of goods,107669,gbp-million,current-account
quarter/2020-Q3,IKBC,SA,Debits,Imports of services,38650,gbp-million,current-account
quarter/2020-Q3,IKBI,SA,Debits,Total imports,146319,gbp-million,current-account
quarter/2020-Q3,IJAI,SA,Debits,Primary income Compensation of employees,157,gbp-million,current-account
quarter/2020-Q3,HBOL,SA,Debits,Primary income Investment income,36507,gbp-million,current-account
quarter/2020-Q3,MT5V,SA,Debits,Primary income Other primary income,789,gbp-million,current-account
quarter/2020-Q3,HBOI,SA,Debits,Primary income Total,37453,gbp-million,current-account
quarter/2020-Q3,FLUD,SA,Debits,Secondary income Central government,4647,gbp-million,current-account
quarter/2020-Q3,FLUZ,SA,Debits,Secondary income Other sectors,5486,gbp-million,current-account
quarter/2020-Q3,IKBO,SA,Debits,Secondary income Total,10133,gbp-million,current-account
quarter/2020-Q3,HBOO,SA,Debits,Total debits,193905,gbp-million,current-account
quarter/2020-Q4,BOKH,SA,Debits,Imports of goods,130947,gbp-million,current-account
quarter/2020-Q4,IKBC,SA,Debits,Imports of services,39802,gbp-million,current-account
quarter/2020-Q4,IKBI,SA,Debits,Total imports,170749,gbp-million,current-account
quarter/2020-Q4,IJAI,SA,Debits,Primary income Compensation of employees,205,gbp-million,current-account
quarter/2020-Q4,HBOL,SA,Debits,Primary income Investment income,38931,gbp-million,current-account
quarter/2020-Q4,MT5V,SA,Debits,Primary income Other primary income,788,gbp-million,current-account
quarter/2020-Q4,HBOI,SA,Debits,Primary income Total,39924,gbp-million,current-account
quarter/2020-Q4,FLUD,SA,Debits,Secondary income Central government,7618,gbp-million,current-account
quarter/2020-Q4,FLUZ,SA,Debits,Secondary income Other sectors,5858,gbp-million,current-account
quarter/2020-Q4,IKBO,SA,Debits,Secondary income Total,13476,gbp-million,current-account
quarter/2020-Q4,HBOO,SA,Debits,Total debits,224149,gbp-million,current-account
quarter/2021-Q1,BOKH,SA,Debits,Imports of goods,111092,gbp-million,current-account
quarter/2021-Q1,IKBC,SA,Debits,Imports of services,39918,gbp-million,current-account
quarter/2021-Q1,IKBI,SA,Debits,Total imports,151010,gbp-million,current-account
quarter/2021-Q1,IJAI,SA,Debits,Primary income Compensation of employees,158,gbp-million,current-account
quarter/2021-Q1,HBOL,SA,Debits,Primary income Investment income,46055,gbp-million,current-account
quarter/2021-Q1,MT5V,SA,Debits,Primary income Other primary income,0,gbp-million,current-account
quarter/2021-Q1,HBOI,SA,Debits,Primary income Total,46213,gbp-million,current-account
quarter/2021-Q1,FLUD,SA,Debits,Secondary income Central government,2620,gbp-million,current-account
quarter/2021-Q1,FLUZ,SA,Debits,Secondary income Other sectors,5385,gbp-million,current-account
quarter/2021-Q1,IKBO,SA,Debits,Secondary income Total,8005,gbp-million,current-account
quarter/2021-Q1,HBOO,SA,Debits,Total debits,205228,gbp-million,current-account
quarter/2021-Q2,BOKH,SA,Debits,Imports of goods,116843,gbp-million,current-account
quarter/2021-Q2,IKBC,SA,Debits,Imports of services,42294,gbp-million,current-account
quarter/2021-Q2,IKBI,SA,Debits,Total imports,159137,gbp-million,current-account
quarter/2021-Q2,IJAI,SA,Debits,Primary income Compensation of employees,149,gbp-million,current-account
quarter/2021-Q2,HBOL,SA,Debits,Primary income Investment income,49106,gbp-million,current-account
quarter/2021-Q2,MT5V,SA,Debits,Primary income Other primary income,0,gbp-million,current-account
quarter/2021-Q2,HBOI,SA,Debits,Primary income Total,49255,gbp-million,current-account
quarter/2021-Q2,FLUD,SA,Debits,Secondary income Central government,2886,gbp-million,current-account
quarter/2021-Q2,FLUZ,SA,Debits,Secondary income Other sectors,5403,gbp-million,current-account
quarter/2021-Q2,IKBO,SA,Debits,Secondary income Total,8289,gbp-million,current-account
quarter/2021-Q2,HBOO,SA,Debits,Total debits,216681,gbp-million,current-account
quarter/2021-Q3,BOKH,SA,Debits,Imports of goods,122619,gbp-million,current-account
quarter/2021-Q3,IKBC,SA,Debits,Imports of services,46268,gbp-million,current-account
quarter/2021-Q3,IKBI,SA,Debits,Total imports,168887,gbp-million,current-account
quarter/2021-Q3,IJAI,SA,Debits,Primary income Compensation of employees,175,gbp-million,current-account
quarter/2021-Q3,HBOL,SA,Debits,Primary income Investment income,51616,gbp-million,current-account
quarter/2021-Q3,MT5V,SA,Debits,Primary income Other primary income,0,gbp-million,current-account
quarter/2021-Q3,HBOI,SA,Debits,Primary income Total,51791,gbp-million,current-account
quarter/2021-Q3,FLUD,SA,Debits,Secondary income Central government,4470,gbp-million,current-account
quarter/2021-Q3,FLUZ,SA,Debits,Secondary income Other sectors,5173,gbp-million,current-account
quarter/2021-Q3,IKBO,SA,Debits,Secondary income Total,9643,gbp-million,current-account
quarter/2021-Q3,HBOO,SA,Debits,Total debits,230321,gbp-million,current-account
quarter/2021-Q4,BOKH,SA,Debits,Imports of goods,127304,gbp-million,current-account
quarter/2021-Q4,IKBC,SA,Debits,Imports of services,48143,gbp-million,current-account
quarter/2021-Q4,IKBI,SA,Debits,Total imports,175447,gbp-million,current-account
quarter/2021-Q4,IJAI,SA,Debits,Primary income Compensation of employees,179,gbp-million,current-account
quarter/2021-Q4,HBOL,SA,Debits,Primary income Investment income,46038,gbp-million,current-account
quarter/2021-Q4,MT5V,SA,Debits,Primary income Other primary income,0,gbp-million,current-account
quarter/2021-Q4,HBOI,SA,Debits,Primary income Total,46217,gbp-million,current-account
quarter/2021-Q4,FLUD,SA,Debits,Secondary income Central government,4778,gbp-million,current-account
quarter/2021-Q4,FLUZ,SA,Debits,Secondary income Other sectors,5077,gbp-million,current-account
quarter/2021-Q4,IKBO,SA,Debits,Secondary income Total,9855,gbp-million,current-account
quarter/2021-Q4,HBOO,SA,Debits,Total debits,231519,gbp-million,current-account
quarter/2022-Q1,BOKH,SA,Debits,Imports of goods,154575,gbp-million,current-account
quarter/2022-Q1,IKBC,SA,Debits,Imports of services,45208,gbp-million,current-account
quarter/2022-Q1,IKBI,SA,Debits,Total imports,199783,gbp-million,current-account
quarter/2022-Q1,IJAI,SA,Debits,Primary income Compensation of employees,164,gbp-million,current-account
quarter/2022-Q1,HBOL,SA,Debits,Primary income Investment income,62680,gbp-million,current-account
quarter/2022-Q1,MT5V,SA,Debits,Primary income Other primary income,0,gbp-million,current-account
quarter/2022-Q1,HBOI,SA,Debits,Primary income Total,62844,gbp-million,current-account
quarter/2022-Q1,FLUD,SA,Debits,Secondary income Central government,4784,gbp-million,current-account
quarter/2022-Q1,FLUZ,SA,Debits,Secondary income Other sectors,5394,gbp-million,current-account
quarter/2022-Q1,IKBO,SA,Debits,Secondary income Total,10178,gbp-million,current-account
quarter/2022-Q1,HBOO,SA,Debits,Total debits,272805,gbp-million,current-account
year/1997,BOKI,SA,Balances,Trade in goods,-15720,gbp-million,current-account
year/1997,IKBD,SA,Balances,Trade in services,18727,gbp-million,current-account
year/1997,IKBJ,SA,Balances,Trade Total,3007,gbp-million,current-account
year/1997,IJAJ,SA,Balances,Primary income Compensation of employees,83,gbp-million,current-account
year/1997,HBOM,SA,Balances,Primary income Investment income,-112,gbp-million,current-account
year/1997,MT5X,SA,Balances,Primary income Other primary income,685,gbp-million,current-account
year/1997,HBOJ,SA,Balances,Primary income Total,656,gbp-million,current-account
year/1997,FNSV,SA,Balances,Secondary income Central government,-5977,gbp-million,current-account
year/1997,FNTC,SA,Balances,Secondary income Other sectors,-89,gbp-million,current-account
year/1997,IKBP,SA,Balances,Secondary income  Total,-6066,gbp-million,current-account
year/1997,HBOP,SA,Balances,Current balance,-2403,gbp-million,current-account
year/1998,BOKI,SA,Balances,Trade in goods,-25887,gbp-million,current-account
year/1998,IKBD,SA,Balances,Trade in services,18214,gbp-million,current-account
year/1998,IKBJ,SA,Balances,Trade Total,-7673,gbp-million,current-account
year/1998,IJAJ,SA,Balances,Primary income Compensation of employees,-10,gbp-million,current-account
year/1998,HBOM,SA,Balances,Primary income Investment income,9077,gbp-million,current-account
year/1998,MT5X,SA,Balances,Primary income Other primary income,818,gbp-million,current-account
year/1998,HBOJ,SA,Balances,Primary income Total,9885,gbp-million,current-account
year/1998,FNSV,SA,Balances,Secondary income Central government,-8934,gbp-million,current-account
year/1998,FNTC,SA,Balances,Secondary income Other sectors,106,gbp-million,current-account
year/1998,IKBP,SA,Balances,Secondary income  Total,-8828,gbp-million,current-account
year/1998,HBOP,SA,Balances,Current balance,-6616,gbp-million,current-account
year/1999,BOKI,SA,Balances,Trade in goods,-33175,gbp-million,current-account
year/1999,IKBD,SA,Balances,Trade in services,18290,gbp-million,current-account
year/1999,IKBJ,SA,Balances,Trade Total,-14885,gbp-million,current-account
year/1999,IJAJ,SA,Balances,Primary income Compensation of employees,201,gbp-million,current-account
year/1999,HBOM,SA,Balances,Primary income Investment income,-4386,gbp-million,current-account
year/1999,MT5X,SA,Balances,Primary income Other primary income,709,gbp-million,current-account
year/1999,HBOJ,SA,Balances,Primary income Total,-3476,gbp-million,current-account
year/1999,FNSV,SA,Balances,Secondary income Central government,-7371,gbp-million,current-account
year/1999,FNTC,SA,Balances,Secondary income Other sectors,-455,gbp-million,current-account
year/1999,IKBP,SA,Balances,Secondary income  Total,-7826,gbp-million,current-account
year/1999,HBOP,SA,Balances,Current balance,-26187,gbp-million,current-account
year/2000,BOKI,SA,Balances,Trade in goods,-39479,gbp-million,current-account
year/2000,IKBD,SA,Balances,Trade in services,21340,gbp-million,current-account
year/2000,IKBJ,SA,Balances,Trade Total,-18139,gbp-million,current-account
year/2000,IJAJ,SA,Balances,Primary income Compensation of employees,150,gbp-million,current-account
year/2000,HBOM,SA,Balances,Primary income Investment income,3456,gbp-million,current-account
year/2000,MT5X,SA,Balances,Primary income Other primary income,440,gbp-million,current-account
year/2000,HBOJ,SA,Balances,Primary income Total,4046,gbp-million,current-account
year/2000,FNSV,SA,Balances,Secondary income Central government,-9354,gbp-million,current-account
year/2000,FNTC,SA,Balances,Secondary income Other sectors,-572,gbp-million,current-account
year/2000,IKBP,SA,Balances,Secondary income  Total,-9926,gbp-million,current-account
year/2000,HBOP,SA,Balances,Current balance,-24019,gbp-million,current-account
year/2001,BOKI,SA,Balances,Trade in goods,-48167,gbp-million,current-account
year/2001,IKBD,SA,Balances,Trade in services,24266,gbp-million,current-account
year/2001,IKBJ,SA,Balances,Trade Total,-23901,gbp-million,current-account
year/2001,IJAJ,SA,Balances,Primary income Compensation of employees,66,gbp-million,current-account
year/2001,HBOM,SA,Balances,Primary income Investment income,7436,gbp-million,current-account
year/2001,MT5X,SA,Balances,Primary income Other primary income,576,gbp-million,current-account
year/2001,HBOJ,SA,Balances,Primary income Total,8078,gbp-million,current-account
year/2001,FNSV,SA,Balances,Secondary income Central government,-6045,gbp-million,current-account
year/2001,FNTC,SA,Balances,Secondary income Other sectors,-627,gbp-million,current-account
year/2001,IKBP,SA,Balances,Secondary income  Total,-6672,gbp-million,current-account
year/2001,HBOP,SA,Balances,Current balance,-22495,gbp-million,current-account
year/2002,BOKI,SA,Balances,Trade in goods,-54112,gbp-million,current-account
year/2002,IKBD,SA,Balances,Trade in services,22801,gbp-million,current-account
year/2002,IKBJ,SA,Balances,Trade Total,-31311,gbp-million,current-account
year/2002,IJAJ,SA,Balances,Primary income Compensation of employees,67,gbp-million,current-account
year/2002,HBOM,SA,Balances,Primary income Investment income,14354,gbp-million,current-account
year/2002,MT5X,SA,Balances,Primary income Other primary income,968,gbp-million,current-account
year/2002,HBOJ,SA,Balances,Primary income Total,15389,gbp-million,current-account
year/2002,FNSV,SA,Balances,Secondary income Central government,-8304,gbp-million,current-account
year/2002,FNTC,SA,Balances,Secondary income Other sectors,-845,gbp-million,current-account
year/2002,IKBP,SA,Balances,Secondary income  Total,-9149,gbp-million,current-account
year/2002,HBOP,SA,Balances,Current balance,-25071,gbp-million,current-account
year/2003,BOKI,SA,Balances,Trade in goods,-56610,gbp-million,current-account
year/2003,IKBD,SA,Balances,Trade in services,28562,gbp-million,current-account
year/2003,IKBJ,SA,Balances,Trade Total,-28048,gbp-million,current-account
year/2003,IJAJ,SA,Balances,Primary income Compensation of employees,59,gbp-million,current-account
year/2003,HBOM,SA,Balances,Primary income Investment income,14647,gbp-million,current-account
year/2003,MT5X,SA,Balances,Primary income Other primary income,1271,gbp-million,current-account
year/2003,HBOJ,SA,Balances,Primary income Total,15977,gbp-million,current-account
year/2003,FNSV,SA,Balances,Secondary income Central government,-9672,gbp-million,current-account
year/2003,FNTC,SA,Balances,Secondary income Other sectors,-857,gbp-million,current-account
year/2003,IKBP,SA,Balances,Secondary income  Total,-10529,gbp-million,current-account
year/2003,HBOP,SA,Balances,Current balance,-22600,gbp-million,current-account
year/2004,BOKI,SA,Balances,Trade in goods,-66537,gbp-million,current-account
year/2004,IKBD,SA,Balances,Trade in services,32895,gbp-million,current-account
year/2004,IKBJ,SA,Balances,Trade Total,-33642,gbp-million,current-account
year/2004,IJAJ,SA,Balances,Primary income Compensation of employees,-494,gbp-million,current-account
year/2004,HBOM,SA,Balances,Primary income Investment income,12912,gbp-million,current-account
year/2004,MT5X,SA,Balances,Primary income Other primary income,1278,gbp-million,current-account
year/2004,HBOJ,SA,Balances,Primary income Total,13696,gbp-million,current-account
year/2004,FNSV,SA,Balances,Secondary income Central government,-9484,gbp-million,current-account
year/2004,FNTC,SA,Balances,Secondary income Other sectors,-1281,gbp-million,current-account
year/2004,IKBP,SA,Balances,Secondary income  Total,-10765,gbp-million,current-account
year/2004,HBOP,SA,Balances,Current balance,-30711,gbp-million,current-account
year/2005,BOKI,SA,Balances,Trade in goods,-72772,gbp-million,current-account
year/2005,IKBD,SA,Balances,Trade in services,39908,gbp-million,current-account
year/2005,IKBJ,SA,Balances,Trade Total,-32864,gbp-million,current-account
year/2005,IJAJ,SA,Balances,Primary income Compensation of employees,-610,gbp-million,current-account
year/2005,HBOM,SA,Balances,Primary income Investment income,18039,gbp-million,current-account
year/2005,MT5X,SA,Balances,Primary income Other primary income,1143,gbp-million,current-account
year/2005,HBOJ,SA,Balances,Primary income Total,18572,gbp-million,current-account
year/2005,FNSV,SA,Balances,Secondary income Central government,-11211,gbp-million,current-account
year/2005,FNTC,SA,Balances,Secondary income Other sectors,-1293,gbp-million,current-account
year/2005,IKBP,SA,Balances,Secondary income  Total,-12504,gbp-million,current-account
year/2005,HBOP,SA,Balances,Current balance,-26796,gbp-million,current-account
year/2006,BOKI,SA,Balances,Trade in goods,-81159,gbp-million,current-account
year/2006,IKBD,SA,Balances,Trade in services,50749,gbp-million,current-account
year/2006,IKBJ,SA,Balances,Trade Total,-30410,gbp-million,current-account
year/2006,IJAJ,SA,Balances,Primary income Compensation of employees,-958,gbp-million,current-account
year/2006,HBOM,SA,Balances,Primary income Investment income,1339,gbp-million,current-account
year/2006,MT5X,SA,Balances,Primary income Other primary income,812,gbp-million,current-account
year/2006,HBOJ,SA,Balances,Primary income Total,1193,gbp-million,current-account
year/2006,FNSV,SA,Balances,Secondary income Central government,-11582,gbp-million,current-account
year/2006,FNTC,SA,Balances,Secondary income Other sectors,-689,gbp-million,current-account
year/2006,IKBP,SA,Balances,Secondary income  Total,-12271,gbp-million,current-account
year/2006,HBOP,SA,Balances,Current balance,-41488,gbp-million,current-account
year/2007,BOKI,SA,Balances,Trade in goods,-92433,gbp-million,current-account
year/2007,IKBD,SA,Balances,Trade in services,60729,gbp-million,current-account
year/2007,IKBJ,SA,Balances,Trade Total,-31704,gbp-million,current-account
year/2007,IJAJ,SA,Balances,Primary income Compensation of employees,-734,gbp-million,current-account
year/2007,HBOM,SA,Balances,Primary income Investment income,-7315,gbp-million,current-account
year/2007,MT5X,SA,Balances,Primary income Other primary income,534,gbp-million,current-account
year/2007,HBOJ,SA,Balances,Primary income Total,-7515,gbp-million,current-account
year/2007,FNSV,SA,Balances,Secondary income Central government,-11954,gbp-million,current-account
year/2007,FNTC,SA,Balances,Secondary income Other sectors,-1485,gbp-million,current-account
year/2007,IKBP,SA,Balances,Secondary income  Total,-13439,gbp-million,current-account
year/2007,HBOP,SA,Balances,Current balance,-52658,gbp-million,current-account
year/2008,BOKI,SA,Balances,Trade in goods,-94643,gbp-million,current-account
year/2008,IKBD,SA,Balances,Trade in services,61676,gbp-million,current-account
year/2008,IKBJ,SA,Balances,Trade Total,-32967,gbp-million,current-account
year/2008,IJAJ,SA,Balances,Primary income Compensation of employees,-715,gbp-million,current-account
year/2008,HBOM,SA,Balances,Primary income Investment income,-14956,gbp-million,current-account
year/2008,MT5X,SA,Balances,Primary income Other primary income,363,gbp-million,current-account
year/2008,HBOJ,SA,Balances,Primary income Total,-15308,gbp-million,current-account
year/2008,FNSV,SA,Balances,Secondary income Central government,-11226,gbp-million,current-account
year/2008,FNTC,SA,Balances,Secondary income Other sectors,-2336,gbp-million,current-account
year/2008,IKBP,SA,Balances,Secondary income  Total,-13562,gbp-million,current-account
year/2008,HBOP,SA,Balances,Current balance,-61837,gbp-million,current-account
year/2009,BOKI,SA,Balances,Trade in goods,-88211,gbp-million,current-account
year/2009,IKBD,SA,Balances,Trade in services,65258,gbp-million,current-account
year/2009,IKBJ,SA,Balances,Trade Total,-22953,gbp-million,current-account
year/2009,IJAJ,SA,Balances,Primary income Compensation of employees,-259,gbp-million,current-account
year/2009,HBOM,SA,Balances,Primary income Investment income,-12610,gbp-million,current-account
year/2009,MT5X,SA,Balances,Primary income Other primary income,754,gbp-million,current-account
year/2009,HBOJ,SA,Balances,Primary income Total,-12115,gbp-million,current-account
year/2009,FNSV,SA,Balances,Secondary income Central government,-12974,gbp-million,current-account
year/2009,FNTC,SA,Balances,Secondary income Other sectors,-2218,gbp-million,current-account
year/2009,IKBP,SA,Balances,Secondary income  Total,-15192,gbp-million,current-account
year/2009,HBOP,SA,Balances,Current balance,-50260,gbp-million,current-account
year/2010,BOKI,SA,Balances,Trade in goods,-98204,gbp-million,current-account
year/2010,IKBD,SA,Balances,Trade in services,67987,gbp-million,current-account
year/2010,IKBJ,SA,Balances,Trade Total,-30217,gbp-million,current-account
year/2010,IJAJ,SA,Balances,Primary income Compensation of employees,-389,gbp-million,current-account
year/2010,HBOM,SA,Balances,Primary income Investment income,939,gbp-million,current-account
year/2010,MT5X,SA,Balances,Primary income Other primary income,115,gbp-million,current-account
year/2010,HBOJ,SA,Balances,Primary income Total,665,gbp-million,current-account
year/2010,FNSV,SA,Balances,Secondary income Central government,-17045,gbp-million,current-account
year/2010,FNTC,SA,Balances,Secondary income Other sectors,-2902,gbp-million,current-account
year/2010,IKBP,SA,Balances,Secondary income  Total,-19947,gbp-million,current-account
year/2010,HBOP,SA,Balances,Current balance,-49499,gbp-million,current-account
year/2011,BOKI,SA,Balances,Trade in goods,-103000,gbp-million,current-account
year/2011,IKBD,SA,Balances,Trade in services,86232,gbp-million,current-account
year/2011,IKBJ,SA,Balances,Trade Total,-16768,gbp-million,current-account
year/2011,IJAJ,SA,Balances,Primary income Compensation of employees,-173,gbp-million,current-account
year/2011,HBOM,SA,Balances,Primary income Investment income,5735,gbp-million,current-account
year/2011,MT5X,SA,Balances,Primary income Other primary income,227,gbp-million,current-account
year/2011,HBOJ,SA,Balances,Primary income Total,5789,gbp-million,current-account
year/2011,FNSV,SA,Balances,Secondary income Central government,-18149,gbp-million,current-account
year/2011,FNTC,SA,Balances,Secondary income Other sectors,-2673,gbp-million,current-account
year/2011,IKBP,SA,Balances,Secondary income  Total,-20822,gbp-million,current-account
year/2011,HBOP,SA,Balances,Current balance,-31801,gbp-million,current-account
year/2012,BOKI,SA,Balances,Trade in goods,-111022,gbp-million,current-account
year/2012,IKBD,SA,Balances,Trade in services,89818,gbp-million,current-account
year/2012,IKBJ,SA,Balances,Trade Total,-21204,gbp-million,current-account
year/2012,IJAJ,SA,Balances,Primary income Compensation of employees,-148,gbp-million,current-account
year/2012,HBOM,SA,Balances,Primary income Investment income,-17334,gbp-million,current-account
year/2012,MT5X,SA,Balances,Primary income Other primary income,-271,gbp-million,current-account
year/2012,HBOJ,SA,Balances,Primary income Total,-17753,gbp-million,current-account
year/2012,FNSV,SA,Balances,Secondary income Central government,-18249,gbp-million,current-account
year/2012,FNTC,SA,Balances,Secondary income Other sectors,-2648,gbp-million,current-account
year/2012,IKBP,SA,Balances,Secondary income  Total,-20897,gbp-million,current-account
year/2012,HBOP,SA,Balances,Current balance,-59854,gbp-million,current-account
year/2013,BOKI,SA,Balances,Trade in goods,-123682,gbp-million,current-account
year/2013,IKBD,SA,Balances,Trade in services,100247,gbp-million,current-account
year/2013,IKBJ,SA,Balances,Trade Total,-23435,gbp-million,current-account
year/2013,IJAJ,SA,Balances,Primary income Compensation of employees,-326,gbp-million,current-account
year/2013,HBOM,SA,Balances,Primary income Investment income,-35554,gbp-million,current-account
year/2013,MT5X,SA,Balances,Primary income Other primary income,-474,gbp-million,current-account
year/2013,HBOJ,SA,Balances,Primary income Total,-36354,gbp-million,current-account
year/2013,FNSV,SA,Balances,Secondary income Central government,-22677,gbp-million,current-account
year/2013,FNTC,SA,Balances,Secondary income Other sectors,-3063,gbp-million,current-account
year/2013,IKBP,SA,Balances,Secondary income  Total,-25740,gbp-million,current-account
year/2013,HBOP,SA,Balances,Current balance,-85529,gbp-million,current-account
year/2014,BOKI,SA,Balances,Trade in goods,-130679,gbp-million,current-account
year/2014,IKBD,SA,Balances,Trade in services,97580,gbp-million,current-account
year/2014,IKBJ,SA,Balances,Trade Total,-33099,gbp-million,current-account
year/2014,IJAJ,SA,Balances,Primary income Compensation of employees,-469,gbp-million,current-account
year/2014,HBOM,SA,Balances,Primary income Investment income,-37729,gbp-million,current-account
year/2014,MT5X,SA,Balances,Primary income Other primary income,-654,gbp-million,current-account
year/2014,HBOJ,SA,Balances,Primary income Total,-38852,gbp-million,current-account
year/2014,FNSV,SA,Balances,Secondary income Central government,-20818,gbp-million,current-account
year/2014,FNTC,SA,Balances,Secondary income Other sectors,-3126,gbp-million,current-account
year/2014,IKBP,SA,Balances,Secondary income  Total,-23944,gbp-million,current-account
year/2014,HBOP,SA,Balances,Current balance,-95895,gbp-million,current-account
year/2015,BOKI,SA,Balances,Trade in goods,-125614,gbp-million,current-account
year/2015,IKBD,SA,Balances,Trade in services,95682,gbp-million,current-account
year/2015,IKBJ,SA,Balances,Trade Total,-29932,gbp-million,current-account
year/2015,IJAJ,SA,Balances,Primary income Compensation of employees,-89,gbp-million,current-account
year/2015,HBOM,SA,Balances,Primary income Investment income,-44928,gbp-million,current-account
year/2015,MT5X,SA,Balances,Primary income Other primary income,-1131,gbp-million,current-account
year/2015,HBOJ,SA,Balances,Primary income Total,-46148,gbp-million,current-account
