TrueSitcNotation,Label,Notation,Parent Notation,Sort Priority
542.92,"Medicaments ctg vitamins or other products of hdg 541.10, in measured doses or packages for retail sale",54292,54200,1412
542.93,"Medicaments, in measured doses or packages for retail sale",54293,54200,1413
551,"Essential oils, perfume and flavour materials",55100,55,1414
551.3,Essential oils inc concretes & absolutes;resinoids cnt in fats/fixed oils/waxes; terpenic by-products etc,55130,55100,1415
551.31,Essential oils of citrus fruit,55131,55100,1416
551.32,"Essential oils, nes",55132,55100,1417
551.33,Resinoids,55133,55100,1418
551.35,"Cnt of essential oils in fats/fixed oils/wax etc; terpenic by-pdt, aqueous distillates etc of essential oils",55135,55100,1419
551.4,"Mixtures of odoriferous subs & mixtures with a basis of one or more of these subs, used as raw mat in ind",55140,55100,1420
551.41,"Mixtures of odoriferous subs and mixtures with a basis of one or more of these subs, used in food/drink ind",55141,55100,1421
551.49,"Mixtures of odoriferous subs & mixtures with a basis of one or more of these subs, nes",55149,55100,1422
553,"Perfumery, cosmetics or toilet preparations (excluding soaps)",55300,55,1423
553.1,Perfumes and toilet waters,55310,55300,1424
553.2,"Beauty or make-up prp for the care of the skin(o/t medicament),inc sunscreen/suntan prp;manicure/pedicure prp",55320,55300,1425
553.3,Preparations for use on the hair,55330,55300,1426
553.4,"Preparations for oral or dental hygiene, including denture fixative pastes and powders",55340,55300,1427
553.5,"Shaving preparations, depilatories and other perfumery, cosmetic or t0ilet prp nes; prd room deoderizers",55350,55300,1428
553.51,"Pre-shave, shaving or after-shave preparations",55351,55300,1429
553.52,Personal deodorants and anti-perspirants,55352,55300,1430
553.53,Perfumed bath salts and other bath preparations,55353,55300,1431
553.54,Preparations for perfuming or deodorizing rooms (inc odoriferous preparations used during religious rites),55354,55300,1432
553.59,"Depilatories and perfumery, cosmetic or toilet preparations, nes",55359,55300,1433
554,"Soap, cleansing and polishing preparations",55400,55,1434
554.1,"Soap; organic surface-active pdt/prp used as soap, in diff forms & shapes;paper,felt etc ctg soap or detergent",55410,55400,1435
554.11,"Soap/organic surface-active pdt/prp, in bars or shapes, & paper, felt etc,ctg soap/detergent-for toilet use",55411,55400,1436
554.15,"Soap/organic surface-active pdt/prp, in bars or shapes,& paper, felt etc, ctg soap/detergent-for other uses",55415,55400,1437
554.19,Soap in other forms,55419,55400,1438
554.2,"Organic surface-active agents (o/t soap); surface- active, washing & cleaning prp, whether or not ctg soap,nes",55420,55400,1439
554.21,"Organic surface-active agents, whether or not put up for retail sale",55421,55400,1440
554.22,"Surface-active, washing or cleaning preparations, nes, put up for retail sale",55422,55400,1441
554.23,"Surface-active, washing or cleaning preparations, nes, not put up for retail sale",55423,55400,1442
554.3,"Pol/creams, for ftw, furniture, floors, coachwork, glass & metal, scouring pastes,pdr & sim prp exc hdg 598.30",55430,55400,1443
554.31,"Pol, creams & sim prp, for ftw or leather (inc paper, felt, cellular plastic mat or rubber,ctg such prp)",55431,55400,1444
554.32,"Pol, creams etc, for maintaining wooden furniture, floors & other woodwork (inc paper etc of heading 554.31)",55432,55400,1445
554.33,"Polishes & similar prp, for coachwork, other than metal polishes (inc paper etc of heading 554.31)",55433,55400,1446
554.34,"Scouring pastes, powders and other scouring preparations (inc paper etc of heading 554.31)",55434,55400,1447
554.35,"Polishes, creams and similar preparations, for glass or metal (inc paper etc of heading 554.31)",55435,55400,1448
562,Fertilizers (other than those of group 272),56200,56,1449
562.1,"Mineral or chemical fertilizers, nitrogenous",56210,56200,1450
562.11,"Ammonium nitrate fertilizer, whether or not in aqueous solution",56211,56200,1451
562.12,Double salts and mixtures of ammomium sulphate and ammonium nitrate fertilizer,56212,56200,1452
562.13,Ammonium sulphate fertilizer,56213,56200,1453
562.14,Double salts and mixtures of calcium nitrate and ammonium nitrate fertilizer,56214,56200,1454
562.15,Calcium cyanamide fertilizer,56215,56200,1455
562.16,"Urea fertilizer, whether or not in aqueous solution",56216,56200,1456
562.17,"Mixtures of urea and ammonium nitrate fertilizer, in aqueous or ammoniacal solution",56217,56200,1457
562.19,"Other nitrogenous fertilizers (inc mixtures, nes)",56219,56200,1458
562.2,"Mineral or chemical fertilizers, phosphatic",56220,56200,1459
562.21,Basic slag (thomas slag) fertilizer,56221,56200,1460
562.22,Superphosphate fertilizer,56222,56200,1461
562.29,"Mineral or chemical fertlizers, phosphatic, nes",56229,56200,1462
562.3,"Mineral or chemical fertilizers, potassic (other than crude natural potassium salts)",56230,56200,1463
562.31,Potassium chloride,56231,56200,1464
562.32,Potassium sulphate,56232,56200,1465
562.39,"Mineral or chemical fertilizers, potassic, nes",56239,56200,1466
562.9,"Fertilizers (other than of group 272), nes",56290,56200,1467
562.91,"Fertilizers, nes, containing the three fertilizing elements: nitrogen, phosphorus and potassium",56291,56200,1468
562.92,"Mineral or chemical fertilizers, nes, containing the two fertilizing elements:phosphorus and potassium",56292,56200,1469
562.93,Diammonium hydrogenorthophosphate (diammonium phosphate),56293,56200,1470
562.94,Ammonium dihydrogenorthophosphate and mixtures thereof with diammonium hydrogenorthophosphate,56294,56200,1471
562.95,"Fertilizers, nes, containing the two fertilizing elements: nitrogen and phosphorus",56295,56200,1472
562.96,"Goods of hdg 272.10, 272.20, 272.40 or 562.00, in tablets or similar forms or in packages of a gr wgt ne 10kg",56296,56200,1473
562.99,"Fertilizers, nes",56299,56200,1474
571,"Polymers of ethylene, in primary forms",57100,57,1475
571.1,Polyethylene in primary forms,57110,57100,1476
571.11,"Polyethylene, having a specific gravity >0.94",57111,57100,1477
571.12,"Polyethylene, having a specific gravity <0.94",57112,57100,1478
571.2,"Ethylene-vinyl acetate copolymers, in primary forms",57120,57100,1479
571.9,"Other polymers of ethylene, in primary forms",57190,57100,1480
572,"Polymers of styrene, in primary forms",57200,57,1481
572.1,"Polystyrene, in primary forms",57210,57200,1482
572.11,"Polystyrene, expansible, in primary forms",57211,57200,1483
572.19,"Polystyrene other than expansible, in primary forms",57219,57200,1484
572.9,"Other styrene polymers, in primary forms",57290,57200,1485
572.91,"Styrene-acrylonitrile (san) copolymers, in primary forms",57291,57200,1486
572.92,"Acrylonitrile-butadiene-styrene (abs) copolymers, in primary forms",57292,57200,1487
572.99,"Other styrene polmers, in primary forms, nes",57299,57200,1488
573,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",57300,57,1489
573.1,"Polyvinyl chloride, in primary forms",57310,57300,1490
573.11,"Polyvinyl chloride not mixed with any other substances, in primary forms",57311,57300,1491
573.12,"Other polyvinyl chloride, non-plasticized, in primary forms",57312,57300,1492
573.13,"Other polyvinyl chloride, plasticized, in primary forms",57313,57300,1493
573.9,"Other vinyl chloride copolymers & polymers of other halogenated olefins, primary forms",57390,57300,1494
573.91,"Vinyl chloride-vinyl acetate copolymers, in primary forms",57391,57300,1495
573.92,"Other vinyl chloride copolymers, in primary forms",57392,57300,1496
573.93,"Vinylidene chloride polymers, in primary forms",57393,57300,1497
573.94,"Fluoro-polymers, in primary forms",57394,57300,1498
573.99,"Other polymers of vinyl chloride or of other halogenated olefins, in primary forms",57399,57300,1499
574,"Polyacetals and the like,in primary forms; polycarbonates and the like, in primary forms",57400,57,1500
574.1,"Polyacetals and other polyethers, in primary forms",57410,57400,1501
574.11,"Polyacetals, in primary forms",57411,57400,1502
574.19,"Other polyethers, in primary forms",57419,57400,1503
574.2,"Epoxide resins, in primary forms",57420,57400,1504
574.3,"Polycarbonates, alkyd resins and other polyesters, in primary forms",57430,57400,1505
574.31,"Polycarbonates, in primary forms",57431,57400,1506
574.32,"Alkyd resins, in primary forms",57432,57400,1507
574.33,"Polyethylene terephthalate, in primary forms",57433,57400,1508
574.34,"Other polyesters, unsaturated, in primary forms",57434,57400,1509
574.39,"Polyesters in primary forms, nes",57439,57400,1510
575,Other plastics in primary forms,57500,57,1511
575.1,"Polymers of propylene or other olefins, in primary forms",57510,57500,1512
575.11,"Polypropylene, in primary forms",57511,57500,1513
575.12,"Polyisobutylene, in primary forms",57512,57500,1514
575.13,"Propylene copolymers, in primary forms",57513,57500,1515
575.19,"Other olefins, in primary forms",57519,57500,1516
575.2,"Acrylic polymers, in primary forms",57520,57500,1517
575.21,"Polymethyl methacrylate, in primary forms",57521,57500,1518
575.29,"Other acrylic polymers, in primary forms",57529,57500,1519
575.3,"Polyamides, in primary forms",57530,57500,1520
575.31,"Polyamide -6, -11, -12, -6, 6, -6, 9, -6, 10 or -6 12, in primary forms",57531,57500,1521
575.39,"Other polyamides, in primary forms",57539,57500,1522
575.4,"Amino-resins, phenolic resins and polyurethanes, in primary forms",57540,57500,1523
575.41,"Urea resins, in primary forms; thiourea resins, in primary forms",57541,57500,1524
575.42,"Melamine resins, in primary forms",57542,57500,1525
575.43,"Other amino-resins, in primary forms",57543,57500,1526
575.44,"Phenolic resins, in primary forms",57544,57500,1527
575.45,"Polyurethanes, in primary forms",57545,57500,1528
575.5,"Cellulose and its chemical derivatives, in primary forms, nes",57550,57500,1529
575.51,"Cellulose acetates, non-plasticised, in primary forms",57551,57500,1530
575.52,"Cellulose acetates, plasticised, in primary forms",57552,57500,1531
575.53,"Cellulose nitrates (inc collodions), in primary forms",57553,57500,1532
575.54,"Cellulose ethers, in primary forms",57554,57500,1533
575.59,"Cellulose in primary forms, nes",57559,57500,1534
575.9,"Plastics, in primary forms, nes",57590,57500,1535
575.91,"Polymers of vinyl acetate, in primary forms",57591,57500,1536
575.92,"Polymers of other vinyl esters, in primary forms; other vinyl polymers, in primary forms",57592,57500,1537
575.93,Silicones in primary forms,57593,57500,1538
575.94,"Alginic acid, its salts and esters",57594,57500,1539
575.95,"Natural polymers and modified natural polymers (eg hardened proteins, chem dvt of natural rubber), nes",57595,57500,1540
575.96,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones & plastics, nes",57596,57500,1541
575.97,Ion exchangers based on polymers of hdgs 571.10 to 575.90,57597,57500,1542
579,"Waste, parings and scrap, of plastics",57900,57,1543
579.1,"Waste, parings and scrap, of polymers of ethylene",57910,57900,1544
579.2,"Waste, parings and scrap, of polymers of styrene",57920,57900,1545
579.3,"Waste, parings and scrap, of polymers of vinyl chloride",57930,57900,1546
579.9,"Waste, parings and scrap, of plastics other than polymers of ethylene, styrene or vinyl chloride",57990,57900,1547
581,"Tubes, pipes and hoses of plastics",58100,58,1548
581.1,Artificial guts (sausage casings) of hardened protein or of cellulosic materials,58110,58100,1549
581.2,"Rigid plastic tubes, pipes and hoses",58120,58100,1550
581.3,"Flexible plastic tubes, pipes and hoses having a minimum burst pressure of 27.6mpa",58130,58100,1551
581.4,"Plastic tubes, pipes and hoses nes, not reinforced or combined with other mat, without fittings",58140,58100,1552
581.5,"Plastic tubes, pipes and hoses nes, not reinforced or combined with other mat, with fittings",58150,58100,1553
581.6,"Tubes, pipes and hoses, nes",58160,58100,1554
581.7,"Fittings for tubes, pipes and hoses (eg joints, elbows, flanges), of plastic",58170,58100,1555
582,"Plates, sheets, film, foil and strip, of plastics",58200,58,1556
582.1,"Plates, sheets, film, foil, tape, strip and other flat shapes, self adhesive, of plastic, o/t of hdg 893.31",58210,58200,1557
582.11,"Plates, sheets etc of flat shapes, self adhesive, of plastic, in rolls of a width ne 20cm, o/t of hdg 893.31",58211,58200,1558
582.19,"Plates, sheets etc of flat shapes, self adhesive, of plastic, in rolls of a width exd 20cm, o/t hdg 893.31",58219,58200,1559
582.2,"Plates,sheets,film,foil & strip, nes, of plastics, non-cellular and not reinforced or sim com with other mat",58220,58200,1560
582.21,"Plates, sheets etc, nes, of polymers of ethylene, non-cellular amd not reinforced or sim com with other mat",58221,58200,1561
582.22,"Plates, sheets etc, nes, of polymers of propylene, non-cellular and not reinforced or sim com with other mat",58222,58200,1562
582.23,"Plates, sheets etc, nes, of polymers of styrene, non-cellular and not reinforced or sim com with other mat",58223,58200,1563
582.24,"Plates etc, nes, of polymers of vinyl chloride, non-cellular and not reinforced or sim com with other mat",58224,58200,1564
582.25,"Plates, sheets etc, nes, of acrylic polymers, non-cellular and not reinforced or sim com with other mat",58225,58200,1565
582.26,"Plates etc, nes, of polycarbonates and the like, non-cellular and not reinforced or sim com with other mat",58226,58200,1566
582.27,"Plates, sheets etc, nes, of vulcanised fibre, non-cellular and not reinforced or sim com with other mat",58227,58200,1567
582.28,"Plates, sheets, film, foil & strip, nes, of cellulose or its chemical derivatives non-cellular",58228,58200,1568
582.29,"Plates, sheets,film,foil & strip, nes, of plastic, nes,non-cellular & not reinforced or sim com with other mat",58229,58200,1569
582.9,"Plates, sheets, film, foil and strip, of plastics, nes",58290,58200,1570
582.91,"Plates, sheets, film, foil and strip, nes, of cellular plastics",58291,58200,1571
582.99,"Plates, sheets, film, foil and strip of plastics, nes",58299,58200,1572
583,"Monofilament of cross-sectional dimension > 1mm, rods, sticks & profile shapes of plastics",58300,58,1573
