Label,Notation,Parent Notation
"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. skating boots with ice or roller skates attached, shin-guards and similar protective sportswear)",4011000,
"Waterproof footwear with uppers of rubber and outer soles of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes, covering only the ankle (excl. footwear incorporating a protective metal toecap, orthopaedic footwear, footwear with fixed attachments for skiing or skating, and toy footwear)",4019210,
"Waterproof footwear with uppers of plastic and outer soles of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes, covering only the ankle (excl. footwear incorporating a protective metal toecap, orthopaedic footwear, sports footwear, footwear with fixed attachments for skiing or skating, and toy footwear)",4019290,
"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. covering the ankle but not the knee, footwear incorporating a protective metal toecap, orthopaedic footwear, skating boots with ice or roller skates attached and sports and toy footwear)",4019900,
"Ski-boots and cross-country ski footwear, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401)",4021210,
"Sports footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)",4021900,
"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled to the sole by means of plugs (excl. toy footwear)",4022000,
"Footwear covering the ankle, incorporating a protective metal toecap, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, sports footwear and orthopaedic footwear)",4029110,
"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. incorporating a protective metal toecap, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)",4029190,
"Footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or plastics (excl. covering the ankle, waterproof footwear of heading 6401, sports footwear and orthopaedic footwear)",4029905,
"Footwear with uppers of rubber and outer soles of rubber or plastics (excl. covering the ankle or with upper straps or thongs assembled to the sole by means of plugs, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)",4029910,
"Footwear with uppers of plastic and outer soles of rubber or plastics, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of > 3 cm (excl. with upper straps or thongs assembled to the sole by means of plugs)",4029931,
"Footwear with uppers of plastic and outer soles of rubber or plastics, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm (excl. with upper straps or thongs assembled to the sole by means of plugs)",4029939,
"Footwear with uppers of plastics and outer soles of rubber or plastics, with in-soles of a length of < 24 cm (excl. covering the ankle, footwear with a vamp made of straps or which has one or several pieces cut out, footwear incorporating a protective metal toecap, indoor footwear, sports footwear, waterproof footwear of heading 6401, orthopaedic footwear and toy footwear)",4029991,
"Footwear with outer soles of rubber or plastics and uppers of plastics, with in-soles of a length >= 24 cm, for men (excl. footwear covering the ankle, with a vamp made of straps or which has one or more pieces cut out, or incorporating a protective metal toecap, indoor or sports footwear, waterproof footwear in heading 6401, orthopaedic footwear and footwear which cannot be identified as men's or women's)",4029996,
"Footwear with outer soles of rubber or of plastics and uppers of plastics, with in-soles of a length of >= 24 cm, for women (excl. footwear covering the ankle, with a vamp made of straps or which has one or more pieces cut out, or incorporating a protective metal toecap, indoor or sports footwear, waterproof footwear in heading 6401, orthopaedic footwear and footwear which cannot be identified as men's or women's)",4029998,
"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, leather or composition leather and uppers of leather",4031200,
"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)",4031900,
"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe",4032000,
"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. sports footwear and orthopaedic footwear)",4034000,
"Footwear with outer soles and uppers of leather, made on a base or platform of wood, covering the ankle, with neither an inner sole nor a protective metal toecap",4035105,
"Footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",4035111,
"Men's footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)",4035115,
"Women's footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)",4035119,
"Women's footwear with outer soles and uppers of leather, covering the ankle and calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)",4035199,
"Footwear with outer soles and uppers of leather, made on a base or platform of wood, with neither an inner sole nor a protective metal toecap (excl. covering the ankle)",4035905,
"Footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of > 3 cm (excl. with uppers which consist of leather straps across the instep and around the big toe)",4035911,
"Footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of < 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe, and toy footwear)",4035931,
"Men's footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of >= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)",4035935,
"Women's footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of >= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)",4035939,
"Slippers and other indoor footwear, with outer soles and uppers of leather (excl. covering the ankle, with a vamp or upper made of straps, and toy footwear)",4035950,
"Men's footwear with outer soles and uppers of leather, with in-soles of >= 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp or upper made of straps, indoor footwear, sports footwear, and orthopaedic footwear)",4035995,
"Women's footwear with outer soles and uppers of leather, with in-soles of >= 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp or upper made of straps, indoor footwear, sports footwear, and orthopaedic footwear)",4035999,
"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle but not the calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)",4039111,
"Men's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (but not the calf), with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)",4039116,
"Women's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle, with in-soles of length >= 24 cm (excl. 6403.11-00 to 6403.40.00 nor 6403.91.18)",4039198,
"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, made on a base or platform of wood, with neither an inner sole nor a protective metal toecap (excl. covering the ankle)",4039905,
"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of > 3 cm",4039911,
"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of < 24 cm in length (excl. toy footwear)",4039931,
"Footwear non-identifiable as men's or women's footwear, with outer soles of rubber, plastics or composition leather, with uppers of leather (not covering the ankle), with a vamp made of straps or which has one or several pieces cut out, with sole and heel height <= 3 cm, with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)",4039933,
