Label,Notation,Parent Notation
"Women's or girls' jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)",1102099,
"Lightweight fine knit roll, polo or turtleneck jumpers and pullovers of man-made fibres, knitted or crocheted",1103010,
"Men's or boys' jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)",1103091,
"Women's or girls' jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted or crocheted (excl. lightweight fine knit roll, polo or turtleneck jumpers and pullovers and wadded waistcoats)",1103099,
"Jerseys, pullovers, cardigans, waistcoats and similar articles, of flax or ramie, knitted or crocheted (excl. wadded waistcoats)",1109010,
"Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted or crocheted (excl. of man-made fibres, wool, fine animal hair, cotton, flax or ramie, and wadded waistcoats)",1109090,
"Babies' gloves, mittens and mitts, of cotton, knitted or crocheted",1112010,
"Babies' garments and clothing accessories, of cotton, knitted or crocheted (excl. gloves, mittens, mitts and hats)",1112090,
"Babies' garments and clothing accessories, of synthetic fibres, knitted or crocheted (excl. gloves, mittens, mitts and hats)",1113090,
"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, and hats)",1119090,
"Track-suits of cotton, knitted or crocheted",1121100,
"Track-suits of synthetic fibres, knitted or crocheted",1121200,
"Track-suits of textile materials, knitted or crocheted (excl. cotton or synthetic fibres)",1121900,
"Men's or boys' swimwear of synthetic fibres, knitted or crocheted, containing >= 5% by weight of rubber thread",1123110,
"Men's or boys' swimwear of synthetic fibres, knitted or crocheted (excl. containing >= 5% by weight of rubber thread)",1123190,
"Women's or girls' swimwear of synthetic fibres, knitted or crocheted, containing >= 5% by weight of rubber thread",1124110,
"Women's or girls' swimwear of synthetic fibres, knitted or crocheted (excl. containing >= 5% by weight of rubber thread)",1124190,
"Women's or girls' swimwear of textile materials, knitted or crocheted (excl. synthetic fibres and containing >= 5% by weight of rubber thread)",1124990,
"Garments, knitted or crocheted, rubberised (excl. babies' garments and clothing accessories)",1130010,
"Garments, knitted or crocheted, impregnated, coated or covered with plastics or other materials (excl. rubberised and babies' garments and clothing accessories)",1130090,
"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or crocheted",1142000,
"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, knitted or crocheted",1143000,
"Graduated compression hosiery of textile materials, knitted or crocheted (excl. stockings for varicose veins of synthetic fibres and hosiery for babies)",1151090,
"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery)",1152100,
"Pantyhose and tights of textile materials, knitted or crocheted (excl. graduated compression hosiery, those of synthetic fibres and hosiery for babies)",1152900,
"Women's full-length and knee-length hosiery, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery, those of synthetic fibres and pantyhose and tights)",1153090,
"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of wool or fine animal hair, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)",1159400,
"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of cotton, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)",1159500,
"Knee-length stockings of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, women's full-length stockings measuring per single yarn < 67 decitex, and hosiery for babies)",1159610,
"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)",1159900,
"Gloves, impregnated, coated or covered with rubber, knitted or crocheted",1161020,
"Mittens and mitts, impregnated, coated or covered with plastics or rubber, knitted or crocheted, and gloves, impregnated, coated or covered with plastics, knitted or crocheted",1161080,
"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. for babies)",1169100,
"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated or covered with plastics or rubber, and for babies)",1169200,
"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated or covered with plastics or rubber, and for babies)",1169300,
"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",1171000,
"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. (excl. elasticated or rubberised, shawls, scarves, mufflers, mantillas, veils and the like)",1178080,
"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",1179000,
"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool or fine animal hair (excl. knitted or crocheted)",2011100,
"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of <= 1 kg (excl. knitted or crocheted)",2011210,
"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of <= 1 kg (excl. knitted or crocheted)",2011310,
"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of > 1 kg (excl. knitted or crocheted)",2011390,
"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile materials (excl. of wool or fine animal hair, cotton or man-made fibres, knitted or crocheted)",2011900,
"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)",2019100,
"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)",2019200,
"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)",2019300,
"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool or fine animal hair (excl. knitted or crocheted)",2021100,
"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of <= 1 kg (excl. knitted or crocheted)",2021210,
"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton, of a weight per garment of > 1 kg (excl. knitted or crocheted)",2021290,
"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of <= 1 kg (excl. knitted or crocheted)",2021310,
"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made fibres, of a weight per garment of > 1 kg (excl. knitted or crocheted)",2021390,
"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile materials (excl. of wool or fine animal hair, cotton or man-made fibres, knitted or crocheted)",2021900,
"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)",2029100,
"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)",2029200,
"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres (not knitted or crocheted and excl. suits, ensembles, jackets, blazers, trousers and tops of ski suits)",2029300,
"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, suits, ensembles, jackets, blazers and trousers)",2029900,
"Men's or boys' suits of wool or fine animal hair (excl. knitted or crocheted, tracksuits, ski suits and swimwear)",2031100,
"Men's or boys' suits of cotton (excl. knitted or crocheted, tracksuits, ski suits and swimwear)",2031910,
"Men's or boys' ensembles, of cotton (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)",2032280,
Men's or boys' industrial and occupational ensembles of synthetic fibres (excl. knitted or crocheted),2032310,
Men's or boys' industrial and occupational ensembles of artificial fibres (excl. knitted or crocheted),2032911,
"Men's or boys' ensembles, of artificial fibres (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)",2032918,
"Men's or boys' ensembles of wool or fine animal hair (excl. knitted or crocheted, ski ensembles and swimwear)",2032930,
"Men's or boys' jackets and blazers of wool or fine animal hair (excl. knitted or crocheted, and wind-jackets and similar articles)",2033100,
"Men's or boys' jackets and blazers of cotton (excl. knitted or crocheted, industrial and occupational, and wind-jackets and similar articles)",2033290,
"Men's or boys' jackets and blazers of synthetic fibres, industrial and occupational (excl. knitted or crocheted, and wind-jackets and similar articles)",2033310,
"Men's or boys' jackets and blazers of synthetic fibres (excl. knitted or crocheted, industrial and occupational, and wind-jackets and similar articles)",2033390,
"Men's or boys' jackets and blazers of artificial fibres, industrial and occupational (excl. knitted or crocheted, and wind-jackets and similar articles)",2033911,
"Men's or boys' jackets and blazers of artificial fibres (excl. knitted or crocheted, industrial and occupational, and wind-jackets and similar articles)",2033919,
"Men's or boys' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, and wind-jackets and similar articles)",2033990,
"Men's or boys' trousers and breeches of wool or fine animal hair (excl. knitted or crocheted, bib and brace overalls and underpants)",2034110,
"Men's or boys' shorts of wool or fine animal hair (excl. knitted or crocheted, underpants and swimwear)",2034190,
Men's or boys' industrial and occupational trousers and breeches of cotton (excl. knitted or crocheted and bib and brace overalls),2034211,
"Men's or boys' trousers and breeches of cotton denim (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)",2034231,
"Men's or boys' trousers and breeches of cotton cut corduroy (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)",2034233,
"Men's or boys' bib and brace overalls, of cotton (excl. knitted or crocheted, industrial and occupational)",2034259,
"Men's or boys' shorts of cotton (excl. knitted or crocheted, swimwear and underpants)",2034290,
"Men's or boys' trousers and breeches of synthetic fibres, industrial and occupational (excl. knitted or crocheted and bib and brace overalls)",2034311,
"Men's or boys' trousers and breeches of synthetic fibres (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)",2034319,
"Men's or boys' bib and brace overalls of synthetic fibres, industrial and occupational (excl. knitted or crocheted)",2034331,
"Men's or boys' bib and brace overalls of synthetic fibres (excl. knitted or crocheted, and industrial and occupational)",2034339,
"Men's or boys' shorts of synthetic fibres (excl. knitted or crocheted, underpants and swimwear)",2034390,
"Men's or boys' trousers and breeches of artificial fibres (excl. knitted or crocheted, industrial and occupational, bib and brace overalls and underpants)",2034919,
"Men's or boys' shorts of artificial fibres (excl. knitted or crocheted, underpants and swimwear)",2034950,
"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, underpants and swimwear)",2034990,
"Women's or girls' suits of wool or fine animal hair (excl. knitted or crocheted, ski overalls and swimwear)",2041100,
"Women's or girls' ensembles of wool or fine animal hair (excl. knitted or crocheted, ski overalls and swimwear)",2042100,
"Women's or girls' ensembles, of cotton (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)",2042280,
"Women's or girls' ensembles of synthetic fibres, industrial and occupational (excl. knitted or crocheted)",2042310,
"Women's or girls' ensembles, of synthetic fibres (not knitted or crocheted and excl. industrial and occupational clothing, tracksuits, ski ensembles and swimwear)",2042380,
"Women's or girls' jackets and blazers of wool or fine animal hair (excl. knitted or crocheted, wind-jackets and similar articles)",2043100,
"Women's or girls' jackets and blazers of cotton, industrial and occupational (excl. knitted or crocheted, wind-jackets and similar articles)",2043210,
"Women's or girls' jackets and blazers of cotton (excl. knitted or crocheted, industrial and occupational, wind-jackets and similar articles)",2043290,
"Women's or girls' jackets and blazers of synthetic fibres (excl. knitted or crocheted, industrial and occupational, wind-jackets and similar articles)",2043390,
"Women's or girls' jackets and blazers of artificial fibres, industrial and occupational (excl. knitted or crocheted, wind-jackets and similar articles)",2043911,
"Women's or girls' jackets and blazers of artificial fibres (excl. knitted or crocheted, industrial and occupational, wind-jackets and similar articles)",2043919,
"Women's or girls' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, wind-jackets and similar articles)",2043990,
Women's or girls' dresses of wool or fine animal hair (excl. knitted or crocheted and petticoats),2044100,
Women's or girls' dresses of cotton (excl. knitted or crocheted and petticoats),2044200,
Women's or girls' dresses of synthetic fibres (excl. knitted or crocheted and petticoats),2044300,
Women's or girls' dresses of artificial fibres (excl. knitted or crocheted and petticoats),2044400,
"Women's or girls' dresses of textile materials, of silk or silk waste (excl. knitted or crocheted and petticoats)",2044910,
"Women's or girls' dresses of textile materials (excl. of silk or silk waste, wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and petticoats)",2044990,
Women's or girls' skirts and divided skirts of wool or fine animal hair (excl. knitted or crocheted and petticoats),2045100,
Women's or girls' skirts and divided skirts of cotton (excl. knitted or crocheted and petticoats),2045200,
Women's or girls' skirts and divided skirts of synthetic fibres (excl. knitted or crocheted and petticoats),2045300,
Women's or girls' skirts and divided skirts of artificial fibres (excl. knitted or crocheted and petticoats),2045910,
"Women's or girls' skirts and divided skirts of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and petticoats)",2045990,
"Women's or girls' trousers and breeches of wool or fine animal hair (excl. knitted or crocheted, panties and swimwear)",2046110,
"Women's or girls' bib and brace overalls and shorts, of wool or fine animal hair (excl. knitted or crocheted, panties and swimwear)",2046185,
"Women's or girls' trousers and breeches of cotton, industrial and occupational (excl. knitted or crocheted and bib and brace overalls)",2046211,
"Women's or girls' cotton denim trousers and breeches (excl. industrial and occupational, bib and brace overalls and panties)",2046231,
"Women's or girls' trousers and breeches of cotton cut corduroy (excl. industrial and occupational, bib and brace overalls and panties)",2046233,
"Women's or girls' trousers and breeches, of cotton (not of cut corduroy, of denim or knitted or crocheted and excl. industrial and occupational clothing, bib and brace overalls, briefs and tracksuit bottoms)",2046239,
"Women's or girls' bib and brace overalls, of cotton, industrial and occupational (excl. knitted or crocheted)",2046251,
"Women's or girls' cotton shorts (excl. knitted or crocheted, panties and swimwear)",2046290,
"Women's or girls' trousers and breeches, of synthetic fibres (not of cut corduroy, of denim or knitted or crocheted and excl. industrial and occupational clothing, bib and brace overalls, briefs and tracksuit bottoms)",2046318,
"Women's or girls' bib and brace overalls, of synthetic fibres, industrial and occupational (excl. knitted or crocheted)",2046331,
"Women's or girls' shorts of synthetic fibres (excl. knitted or crocheted, panties and swimwear)",2046390,
"Women's or girls' trousers and breeches, of artificial fibres, industrial and occupational (excl. knitted or crocheted, and bib and brace overalls)",2046911,
"Women's or girls' trousers and breeches, of artificial fibres (not of cut corduroy, of denim or knitted or crocheted and excl. industrial and occupational clothing, bib and brace overalls, briefs and tracksuit bottoms)",2046918,
"Women's or girls' bib and brace overalls of artificial fibres (excl. knitted or crocheted, industrial and occupational)",2046939,
"Women's or girls' shorts of artificial fibres (excl. knitted or crocheted, panties and swimwear)",2046950,
"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted, panties and swimwear)",2046990,
"Men's or boys' shirts of cotton (excl. knitted or crocheted, nightshirts, singlets and other vests)",2052000,
"Men's or boys' shirts of man-made fibres (excl. knitted or crocheted, nightshirts, singlets and other vests)",2053000,
"Men's or boys' shirts of flax or ramie (excl. knitted or crocheted, nightshirts, singlets and other vests)",2059010,
"Men's or boys' shirts of textile materials (excl. of cotton or man-made fibres, flax or ramie, knitted or crocheted, nightshirts, singlets and other vests)",2059080,
"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excl. knitted or crocheted and vests)",2061000,
"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excl. knitted or crocheted and vests)",2062000,
"Women's or girls' blouses, shirts and shirt-blouses of cotton (excl. knitted or crocheted and vests)",2063000,
"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excl. knitted or crocheted and vests)",2064000,
"Women's or girls' blouses, shirts and shirt-blouses of flax or ramie (excl. knitted or crocheted and vests)",2069010,
"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excl. of silk, silk waste, wool, fine animal hair, cotton or man-made fibres, flax or ramie, knitted or crocheted and vests)",2069090,
Men's or boys' underpants and briefs of cotton (excl. knitted or crocheted),2071100,
"Men's or boys' nightshirts and pyjamas of cotton (excl. knitted or crocheted, vests, singlets and underpants)",2072100,
"Men's or boys' nightshirts and pyjamas of man-made fibres (excl. knitted or crocheted, vests, singlets and underpants)",2072200,
"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, underpants, nightshirts and pyjamas)",2079990,
Women's or girls' slips and petticoats of man-made fibres (excl. knitted or crocheted and vests),2081100,
"Women's or girls' slips and petticoats of textile materials (excl. man-made fibres, knitted or crocheted and vests)",2081900,
"Women's or girls' nightdresses and pyjamas of cotton (excl. knitted or crocheted, vests and négligés)",2082100,
"Women's or girls' nightdresses and pyjamas of man-made fibres (excl. knitted or crocheted, vests and négligés)",2082200,
"Women's or girls' nightdresses and pyjamas of textile materials (excl. cotton and man-made fibres, knitted or crocheted, vests and négligés)",2082900,
"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of cotton (excl. knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)",2089100,
"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of man-made fibres (excl. knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)",2089200,
"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)",2089900,
"Babies' garments and clothing accessories of cotton (excl. knitted or crocheted and hats, napkins and napkin liners [see 9619])",2092000,
"Babies' garments and clothing accessories of synthetic fibres (excl. knitted or crocheted and hats, napkins and napkin liners [see 9619])",2093000,
Babies' garments and clothing accessories of wool or fine animal hair (excl. knitted or crocheted and hats),2099010,
"Babies' garments and clothing accessories of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, knitted or crocheted and hats, and napkins and napkin liners [see 9619])",2099090,
"Garments made up of felt, whether or not impregnated, coated, covered or laminated (excl. babies' garments and clothing accessories)",2101010,
"Single-use gowns made up of nonwovens, of a kind used by patients or surgeons during surgical procedures",2101092,
"Garments made up of nonwovens, whether or not impregnated, coated, covered or laminated (excl. babies' garments, clothing accessories, and single-use gowns used during surgical procedures)",2101098,
"Garments of the type described in subheading 6201,11 to 6201,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances",2102000,
"Garments of the type described in subheading 6202,11 to 6202,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances",2103000,
"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6201,11 to 6201,19, and babies' garments and clothing accessories)",2104000,
"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6202,11 to 6202,19, and babies' garments and clothing accessories)",2105000,
Men's or boys' swimwear (excl. knitted or crocheted),2111100,
Ski suits (excl. knitted or crocheted),2112000,
Men's or boys' industrial and occupational clothing of cotton (excl. knitted or crocheted),2113210,
"Men's or boys' lined tracksuits, of cotton, with an outer shell of a single identical fabric (not knitted or crocheted)",2113231,
"Men's or boys' garments, of cotton, n.e.s. (not knitted or crocheted)",2113290,
Men's or boys' industrial and occupational clothing of man-made fibres (excl. knitted or crocheted),2113310,
"Men's or boys' lined tracksuit bottoms ""lower parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)",2113342,
"Men's or boys' garments, of man-made fibres, n.e.s. (not knitted or crocheted)",2113390,
"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted)",2113900,
"Women's or girls' aprons, overalls, smock-overalls and other industrial and occupational clothing of cotton (excl. knitted or crocheted)",2114210,
"Women's or girls' lined tracksuit tops ""upper parts"", of cotton (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)",2114241,
"Women's or girls' garments, of cotton, n.e.s. (not knitted or crocheted)",2114290,
"Women's or girls' aprons, overalls, smock-overalls and other industrial and occupational clothing, of man-made fibres (excl. knitted or crocheted)",2114310,
"Women's or girls' lined tracksuits, of man-made fibres, with an outer shell of a single identical fabric (not knitted or crocheted)",2114331,
"Women's or girls' lined tracksuit tops ""upper parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)",2114341,
"Women's or girls' garments, of man-made fibres, n.e.s. (not knitted or crocheted)",2114390,
"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted and goods of 9619)",2114900,
"Brassières of all types of textile materials, whether or not elasticated, incl. knitted or crocheted, in a set made up for retail sale containing a brassière and a brief",2121010,
"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. in a set made up for retail sale containing a brassière and a brief)",2121090,
"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of brassieres, girdles, panty girdles and corselettes, of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. complete brassieres, girdles, panty girdles and corselettes)",2129000,
"Handkerchiefs of cotton, of which no side exceeds 60 cm (excl. knitted or crocheted)",2132000,
"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excl. knitted or crocheted)",2141000,
"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair (excl. knitted or crocheted)",2142000,
"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excl. knitted or crocheted)",2143000,
"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excl. knitted or crocheted)",2144000,
"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excl. of silk, silk waste, wool, fine animal hair or man-made fibres, knitted or crocheted)",2149000,
"Ties, bow ties and cravats of silk or silk waste (excl. knitted or crocheted)",2151000,
"Ties, bow ties and cravats of man-made fibres (excl. knitted or crocheted)",2152000,
"Gloves, mittens and mitts, of all types of textile materials (excl. knitted or crocheted and for babies)",2160000,
"Made-up clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)",2171000,
"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)",2179000,
"Blankets and travelling rugs of synthetic fibres (excl. knitted or crocheted, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)",3014090,
"Blankets and travelling rugs of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, knitted or crocheted, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)",3019090,
"Bedlinen, knitted or crocheted",3021000,
Printed bedlinen of cotton (excl. knitted or crocheted),3022100,
Printed bedlinen of man-made fibres (excl. nonwovens and knitted or crocheted),3022290,
Printed bedlinen of flax or ramie (excl. knitted or crocheted),3022910,
"Bedlinen of cotton (excl. printed, knitted or crocheted)",3023100,
Bedlinen of nonwovens of man-made fibres (excl. printed),3023210,
"Bedlinen of man-made fibres (excl. nonwovens, printed, knitted or crocheted)",3023290,
"Bedlinen of flax or ramie (excl. printed, knitted or crocheted)",3023920,
"Table linen, knitted or crocheted",3024000,
Table linen of flax (excl. knitted or crocheted),3025910,
"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excl. floorcloths, polishing cloths, dishcloths and dusters)",3026000,
"Toilet linen and kitchen linen of cotton (excl. of terry fabrics, floorcloths, polishing cloths, dishcloths and dusters)",3029100,
"Toilet linen and kitchen linen of man-made fibres (excl. nonwovens, floorcloths, polishing cloths, dishcloths and dusters)",3029390,
"Toilet linen and kitchen linen of flax (excl. floorcloths, polishing cloths, dishcloths and dusters)",3029910,
"Toilet linen and kitchen linen of textile materials (excl. of cotton, flax or man-made fibres, floorcloths, polishing cloths, dishcloths and dusters)",3029990,
"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted or crocheted (excl. awnings and sunblinds)",3031200,
"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted (excl. of synthetic fibres, awnings and sunblinds)",3031900,
"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excl. knitted or crocheted, awnings and sunblinds)",3039100,
"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excl. nonwovens, knitted or crocheted, awnings and sunblinds)",3039290,
"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excl. of cotton and synthetic fibres or of nonwovens, knitted or crocheted, awnings and sunblinds)",3039990,
"Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",3049100,
"Articles for interior furnishing, of synthetic fibres (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",3049300,
"Articles for interior furnishing, of textile materials (excl. of cotton or synthetic fibres, knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)",3049900,
"Used sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",3051010,
"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303 (excl. used)",3051090,
"Sacks and bags, for the packing of goods, of cotton",3052000,
"Sacks and bags, for the packing of goods, of textile materials (excl. man-made, cotton, jute or other textile bast fibres of heading 5303)",3059000,
"Tarpaulins, awnings and sunblinds of synthetic fibres (excl. flat covers of light fabrics made up as tarpaulins)",3061200,
"Tarpaulins, awnings and sunblinds of textile materials (excl. of synthetic fibres and flat covers of light fabrics made up as tarpaulins)",3061900,
Tents of synthetic fibres (excl. umbrella and play tents),3062200,
"Tents of textile materials (excl. of synthetic fibres, and umbrella and play tents)",3062900,
"Sails for boats, sailboards or landcraft, of textile materials",3063000,
"Floorcloths, dishcloths, dusters and similar cleaning cloths, knitted or crocheted",3071010,
"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials (excl. knitted or crocheted and nonwovens)",3071090,
"Life jackets and life belts, of all types of textile materials",3072000,
"Made-up articles of textile materials, incl. dress patterns, knitted or crocheted, n.e.s.",3079010,
Single-use drapes used during surgical procedures made up of nonwovens,3079092,
"Made-up articles of textile materials, incl. dress patterns, n.e.s. (excl. of felt, knitted or crocheted, and single-use drapes used during surgical procedures made up of nonwovens)",3079098,
"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale (excl. sets for making up into articles of clothing)",3080000,
"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles for interior furnishing, of all types of textile materials, incl. all types of footwear and headgear, showing signs of appreciable wear and presented in bulk or in bales, sacks or similar packings (excl. carpets, other floor coverings and tapestries)",3090000,
"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials (excl. sorted)",3109000,
